No ,Kode ,Title,Harga 20%,Harga Dasar,Deskripsi Pendek,,Warna ,,Bahan ,,Ukuran ,,Keterangan,,Heels,stok,Berat,Kategori,Featured Image,Gambar ,,,stock
500,LIV 251,LIV 251,207360,172800,"Warna:Biru,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Biru,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,500.jpg,500.jpg,500,.jpg,1
501,LAY 177,LAY 177,200736,167280,"Warna:Merah Coklat,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Merah Coklat,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,501.jpg,501.jpg,501,.jpg,1
502,LMX 971,LMX 971,188496,157080,"Warna:Coklat,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,502.jpg,502.jpg,502,.jpg,1
503,LNY 956,LNY 956,180576,150480,"Warna:Hitam,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Hitam,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,503.jpg,503.jpg,503,.jpg,1
504,LSP 503,LSP 503,207360,172800,"Warna:Abu,Bahan:Canvas,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Abu,",Bahan:",Canvas,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,504.jpg,504.jpg,504,.jpg,1
505,LNY 946,LNY 946,196416,163680,"Warna:Abu,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Abu,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,505.jpg,505.jpg,505,.jpg,1
506,LAO 910,LAO 910,207360,172800,"Warna:Biru,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Biru,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,506.jpg,506.jpg,506,.jpg,1
507,LFM 811,LFM 811,349920,291600,"Warna:Coklat,Bahan:Kulit Buck,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit Buck,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,507.jpg,507.jpg,507,.jpg,1
508,LDE 678,LDE 678,213696,178080,"Warna:Hitam,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,508.jpg,508.jpg,508,.jpg,1
509,LNY 285,LNY 285,184032,153360,"Warna:Coklat,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,509.jpg,509.jpg,509,.jpg,1
510,LAY 663,LAY 663,203616,169680,"Warna:Hitam Coklat,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam Coklat,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,510.jpg,510.jpg,510,.jpg,1
511,LMX 132,LMX 132,190656,158880,"Warna:Putih Merah,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Putih Merah,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,511.jpg,511.jpg,511,.jpg,1
512,LMX 072,LMX 072,190656,158880,"Warna:Abu,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Abu,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,512.jpg,512.jpg,512,.jpg,1
513,LNY 778,LNY 778,195120,162600,"Warna:Putih Kombinasi,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Putih Kombinasi,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,513.jpg,513.jpg,513,.jpg,1
514,LRL 965,LRL 965,191520,159600,"Warna:Merah Kombinasi,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Merah Kombinasi,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,514.jpg,514.jpg,514,.jpg,1
515,LEF 362,LEF 362,197280,164400,"Warna:Putih,Bahan:Carlit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Putih,",Bahan:",Carlit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,515.jpg,515.jpg,515,.jpg,1
516,LEF 718,LEF 718,193536,161280,"Warna:Hijau,Bahan:Carlit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hijau,",Bahan:",Carlit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,516.jpg,516.jpg,516,.jpg,1
517,LEF 692,LEF 692,198576,165480,"Warna:Kuning Kombinasi,Bahan:Carlit,Ukuran:38 - 43,Keterangan:Sol PVC,Heels:",Warna:,Kuning Kombinasi,",Bahan:",Carlit,",Ukuran:",38 - 43,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sepatu->Sepatu Pria,517.jpg,517.jpg,517,.jpg,1
518,LEF 724,LEF 724,198720,165600,"Warna:Merah,Bahan:Carlit,Ukuran:38 - 43,Keterangan:Sol PVC,Heels:",Warna:,Merah,",Bahan:",Carlit,",Ukuran:",38 - 43,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sepatu->Sepatu Pria,518.jpg,518.jpg,518,.jpg,1
519,LLX 624,LLX 624,298080,248400,"Warna:Olip,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Olip,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,519.jpg,519.jpg,519,.jpg,1
520,LLX 482,LLX 482,298080,248400,"Warna:Coklat,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,520.jpg,520.jpg,520,.jpg,1
521,LBU 765,LBU 765,344160,286800,"Warna:Coklat,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,521.jpg,521.jpg,521,.jpg,1
522,LBU 532,LBU 532,332496,277080,"Warna:Hitam,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Hitam,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,522.jpg,522.jpg,522,.jpg,1
523,LTE 361,LTE 361,298080,248400,"Warna:Hitam,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,523.jpg,523.jpg,523,.jpg,1
524,LBU 353,LBU 353,396000,330000,"Warna:Coklat,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:27 cm",Warna:,Coklat,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",27 cm,instock,1,Sepatu->Sepatu Pria,524.jpg,524.jpg,524,.jpg,1
525,LTE 8952,LTE 8952,295200,246000,"Warna:Hitam,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,525.jpg,525.jpg,525,.jpg,1
526,LFM 112,LFM 112,356832,297360,"Warna:Coklat,Bahan:Kulit Buck,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Buck,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,526.jpg,526.jpg,526,.jpg,1
527,LBU 865,LBU 865,380160,316800,"Warna:Tan,Bahan:Kulit Super,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:23 cm",Warna:,Tan,",Bahan:",Kulit Super,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",23 cm,instock,1,Sepatu->Sepatu Pria,527.jpg,527.jpg,527,.jpg,1
528,LBS 397,LBS 397,368640,307200,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol Fiber,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Pria,528.jpg,528.jpg,528,.jpg,1
529,LBS 407,LBS 407,372816,310680,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol Fiber,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Pria,529.jpg,529.jpg,529,.jpg,1
530,LBS 479,LBS 479,321984,268320,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,530.jpg,530.jpg,530,.jpg,1
531,LBS 237,LBS 237,322416,268680,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,531.jpg,531.jpg,531,.jpg,1
532,LBS 550,LBS 550,368640,307200,"Warna:Coklat,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Pria,532.jpg,532.jpg,532,.jpg,1
533,LBS 261,LBS 261,324000,270000,"Warna:Coklat,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,533.jpg,533.jpg,533,.jpg,1
534,LMS 475,LMS 475,345600,288000,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:39 - 43,Keterangan:Sol Karet,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",39 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,534.jpg,534.jpg,534,.jpg,1
535,LMF 154,LMF 154,351360,292800,"Warna:Coklat,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,535.jpg,535.jpg,535,.jpg,1
536,LSN 984,LSN 984,313776,261480,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,536.jpg,536.jpg,536,.jpg,1
537,LSN 124,LSN 124,261936,218280,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,537.jpg,537.jpg,537,.jpg,1
538,LSM 704,LSM 704,230400,192000,"Warna:Hitam,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,538.jpg,538.jpg,538,.jpg,1
539,LYN 192,LYN 192,273600,228000,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,539.jpg,539.jpg,539,.jpg,1
540,LAY 232,LAY 232,227520,189600,"Warna:Coklat,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,540.jpg,540.jpg,540,.jpg,1
541,LSP 890,LSP 890,259200,216000,"Warna:Tan,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Tan,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,541.jpg,541.jpg,541,.jpg,1
542,LSN 370,LSN 370,306576,255480,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,542.jpg,542.jpg,542,.jpg,1
543,LSN 314,LSN 314,306720,255600,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,543.jpg,543.jpg,543,.jpg,1
544,LYN 168,LYN 168,273600,228000,"Warna:Coklat,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,544.jpg,544.jpg,544,.jpg,1
545,LDE 043,LDE 043,233568,194640,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,545.jpg,545.jpg,545,.jpg,1
546,LMM 716,LMM 716,236016,196680,"Warna:Coklat,Bahan:Kulit Buck,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Buck,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,546.jpg,546.jpg,546,.jpg,1
547,LMM 111,LMM 111,218592,182160,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,547.jpg,547.jpg,547,.jpg,1
548,LMU 374,LMU 374,161136,134280,"Warna:Coklat,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,548.jpg,548.jpg,548,.jpg,1
549,LMJ 063,LMJ 063,160560,133800,"Warna:Coklat Tua,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat Tua,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,549.jpg,549.jpg,549,.jpg,1
550,LPM 406,LPM 406,156960,130800,"Warna:Abu Crem,Bahan:PVC,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Abu Crem,",Bahan:",PVC,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,550.jpg,550.jpg,550,.jpg,1
551,LMJ 595,LMJ 595,160992,134160,"Warna:Coklat,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,551.jpg,551.jpg,551,.jpg,1
552,LMJ 883,LMJ 883,160992,134160,"Warna:Abu Putih,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Abu Putih,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,552.jpg,552.jpg,552,.jpg,1
553,LSU 115,LSU 115,205920,171600,"Warna:Tan,Bahan:Kulit-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Tan,",Bahan:",Kulit-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,553.jpg,553.jpg,553,.jpg,1
554,LSU 107,LSU 107,207360,172800,"Warna:Coklat Tua,Bahan:Kulit-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat Tua,",Bahan:",Kulit-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,554.jpg,554.jpg,554,.jpg,1
555,LSU 257,LSU 257,205920,171600,"Warna:Tan,Bahan:Kulit-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Tan,",Bahan:",Kulit-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,555.jpg,555.jpg,555,.jpg,1
556,LAG 828,LAG 828,168192,140160,"Warna:Coklat Tua,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat Tua,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,556.jpg,556.jpg,556,.jpg,1
557,LMJ 672,LMJ 672,160992,134160,"Warna:Hitam,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,557.jpg,557.jpg,557,.jpg,1
558,LPM 660,LPM 660,197280,164400,"Warna:Coklat,Bahan:Kulit-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,558.jpg,558.jpg,558,.jpg,1
559,LPM 818,LPM 818,167040,139200,"Warna:Coklat,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,559.jpg,559.jpg,559,.jpg,1
560,LAG 518,LAG 518,160992,134160,"Warna:Hitam,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,560.jpg,560.jpg,560,.jpg,1
561,LRS 625,LRS 625,174096,145080,"Warna:Coklat,Bahan:PVC,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,561.jpg,561.jpg,561,.jpg,1
562,LAX 230,LAX 230,148032,123360,"Warna:Coklat,Bahan:Kulit-PVC,Ukuran:38 - 43,Keterangan:Sol PVC,Heels:",Warna:,Coklat,",Bahan:",Kulit-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Pria,562.jpg,562.jpg,562,.jpg,1
563,LSM 699,LSM 699,129600,108000,"Warna:Coklat,Bahan:PVC,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,563.jpg,563.jpg,563,.jpg,1
564,LRS 748,LRS 748,145440,121200,"Warna:Merah,Bahan:Webbing,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Merah,",Bahan:",Webbing,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,564.jpg,564.jpg,564,.jpg,1
565,LAM 973,LAM 973,136800,114000,"Warna:Abu,Bahan:Webbing,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Abu,",Bahan:",Webbing,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,565.jpg,565.jpg,565,.jpg,1
566,LRS 978,LRS 978,149760,124800,"Warna:Coklat,Bahan:Webbing,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Webbing,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,566.jpg,566.jpg,566,.jpg,1
567,LRS 770,LRS 770,150192,125160,"Warna:Hitam Abu,Bahan:Webbing,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Hitam Abu,",Bahan:",Webbing,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,567.jpg,567.jpg,567,.jpg,1
568,LJJ 552,LJJ 552,123840,103200,"Warna:Abu Kombinasi,Bahan:Webbing,Ukuran:31 - 36,Keterangan:Sol Karet,Heels:",Warna:,Abu Kombinasi,",Bahan:",Webbing,",Ukuran:",31 - 36,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,568.jpg,568.jpg,568,.jpg,1
569,LFG 075,LFG 075,127872,106560,"Warna:Coklat,Bahan:PVC,Ukuran:31 - 37,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",31 - 37,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,569.jpg,569.jpg,569,.jpg,1
570,LJJ 126,LJJ 126,123840,103200,"Warna:Hitam,Bahan:Webbing,Ukuran:31 - 36,Keterangan:Sol Karet,Heels:",Warna:,Hitam,",Bahan:",Webbing,",Ukuran:",31 - 36,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Pria,570.jpg,570.jpg,570,.jpg,1
571,LFG 810,LFG 810,132480,110400,"Warna:Coklat,Bahan:PVC,Ukuran:32 - 37,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",32 - 37,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Pria,571.jpg,571.jpg,571,.jpg,1
572,LIR 098,LIR 098,156960,130800,"Warna:Coklat,Bahan:PU-PVC,Ukuran:31 - 35,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",31 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,572.jpg,572.jpg,572,.jpg,1
573,LID 844,LID 844,148032,123360,"Warna:Hitam,Bahan:PU-PVC,Ukuran:32 - 37,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",32 - 37,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,573.jpg,573.jpg,573,.jpg,1
574,LMN 225,LMN 225,136800,114000,"Warna:Hitam,Bahan:PU-PVC,Ukuran:26 - 30,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",26 - 30,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,574.jpg,574.jpg,574,.jpg,1
575,LBU 221,LBU 221,160992,134160,"Warna:Coklat,Bahan:PU-PVC,Ukuran:31 - 35,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",31 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,575.jpg,575.jpg,575,.jpg,1
576,LCU 461,LCU 461,153504,127920,"Warna:Coklat,Bahan:PU-PVC,Ukuran:26 - 30,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",26 - 30,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,576.jpg,576.jpg,576,.jpg,1
577,LID 957,LID 957,140976,117480,"Warna:Hitam,Bahan:PU-PVC,Ukuran:32 - 37,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",32 - 37,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,577.jpg,577.jpg,577,.jpg,1
578,LID 998,LID 998,148032,123360,"Warna:Hitam,Bahan:PU-PVC,Ukuran:34 - 37,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",34 - 37,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,578.jpg,578.jpg,578,.jpg,1
579,LIR 597,LIR 597,164016,136680,"Warna:Coklat Kombinasi,Bahan:PU-Canvas,Ukuran:32 - 37,Keterangan:Sol Karet,Heels:",Warna:,Coklat Kombinasi,",Bahan:",PU-Canvas,",Ukuran:",32 - 37,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,579.jpg,579.jpg,579,.jpg,1
